설치장소명,시도명,시군구명,소재지도로명주소,소재지지번주소,위도,경도,그늘막유형,세부위치,설치년도,전체높이,펼침지름,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명
호매실동행정복지센터,경기도,수원시,경기도 수원시 권선구 칠보로 169 (호매실동),경기도 수원시 권선구 호매실동 1369,37.26641239,126.9579291,접이식그늘막,호매실동행정복지센터 앞 사거리(북동쪽),,,,경기도 수원시,,2025-04-30,3740000,경기도 수원시
능실초등학교,경기도,수원시,경기도 수원시 권선구 호매실로165번길 28 (호매실동),경기도 수원시 권선구 호매실동 1391,37.25972147,126.9560546,접이식그늘막,능실초등학교 앞 사거리(북서쪽),,,,경기도 수원시,,2025-04-30,3740000,경기도 수원시
능실초등학교,경기도,수원시,경기도 수원시 권선구 호매실로165번길 28 (호매실동),경기도 수원시 권선구 호매실동 1391,37.25972147,126.9560546,접이식그늘막,능실초등학교 앞 사거리(남서쪽),,,,경기도 수원시,,2025-04-30,3740000,경기도 수원시
능실초등학교,경기도,수원시,경기도 수원시 권선구 호매실로165번길 28 (호매실동),경기도 수원시 권선구 호매실동 1391,37.25972147,126.9560546,접이식그늘막,능실초등학교 앞 사거리(동남쪽),,,,경기도 수원시,,2025-04-30,3740000,경기도 수원시
능실초등학교,경기도,수원시,경기도 수원시 권선구 호매실로165번길 28 (호매실동),경기도 수원시 권선구 호매실동 1391,37.25972147,126.9560546,접이식그늘막,능실초등학교 앞 사거리(북동쪽),,,,경기도 수원시,,2025-04-30,3740000,경기도 수원시
한양수자인삼거리,경기도,수원시,"경기도 수원시 권선구 칠보로 103 (호매실동, 형제빌라)",경기도 수원시 권선구 호매실동 678-6,37.26666708,126.9505972,접이식그늘막,한양수자인삼거리(교통섬),,,,경기도 수원시,,2025-04-30,3740000,경기도 수원시
호매실장애인종합복지관,경기도,수원시,경기도 수원시 권선구 호매실로 211 (호매실동),경기도 수원시 권선구 호매실동 1385,37.26316873,126.9566868,접이식그늘막,호매실장애인종합복지관 앞,,,,경기도 수원시,,2025-04-30,3740000,경기도 수원시
호매실장애인종합복지관,경기도,수원시,경기도 수원시 권선구 호매실로 211 (호매실동),경기도 수원시 권선구 호매실동 1385,37.26316873,126.9566868,접이식그늘막,호매실장애인종합복지관 맞은편,,,,경기도 수원시,,2025-04-30,3740000,경기도 수원시
능실종합사회복지관,경기도,수원시,"경기도 수원시 권선구 호매실로166번길 10 (호매실동, 호매실능실마을22단지)",경기도 수원시 권선구 호매실동 1415,37.2584856,126.9580288,접이식그늘막,능실종합사회복지관 건너편,,,,경기도 수원시,,2025-04-30,3740000,경기도 수원시
능실중학교,경기도,수원시,,경기도 수원시 권선구 호매실동 1018-9,37.26150744,126.9572641,접이식그늘막,능실중학교 앞 사거리 (LH홍보관 앞),,,,경기도 수원시,,2025-04-30,3740000,경기도 수원시
능실중학교,경기도,수원시,,경기도 수원시 권선구 호매실동 1018-9,37.26150744,126.9572641,접이식그늘막,능실중학교 앞 사거리 (능실중 앞),,,,경기도 수원시,,2025-04-30,3740000,경기도 수원시
능실중학교,경기도,수원시,,경기도 수원시 권선구 호매실동 1018-9,37.26150744,126.9572641,접이식그늘막,능실중학교 앞 사거리 (18단지 앞),,,,경기도 수원시,,2025-04-30,3740000,경기도 수원시
능실중학교,경기도,수원시,,경기도 수원시 권선구 호매실동 1018-9,37.26150744,126.9572641,접이식그늘막,능실중학교 앞 사거리 (14단지 앞),,,,경기도 수원시,,2025-04-30,3740000,경기도 수원시
호매실엔루체A,경기도,수원시,,경기도 수원시 권선구 호매실동 1439,37.25869478,126.9594105,접이식그늘막,호매실엔루체A 2001쪽 사거리 남서방향,,,,경기도 수원시,,2025-04-30,3740000,경기도 수원시
스위첸19단지,경기도,수원시,,경기도 수원시 권선구 호매실동 1439,37.2586846,126.9594105,접이식그늘막,스위첸19단지 1901쪽 사거리 북서방향,,,,경기도 수원시,,2025-04-30,3740000,경기도 수원시
시청역,경기도,수원시,경기도 수원시 권선구 효원로 274 (권선동),경기도 수원시 권선구 권선동 1023,37.2614414,127.0312274,접이식그늘막,시청역사거리(권선동 1023 앞 교통섬),,,,경기도 수원시,,2025-04-30,3740000,경기도 수원시
수원시청,경기도,수원시,경기도 수원시 권선구 권선로669번길 24-23 (권선동),경기도 수원시 권선구 권선동 1012,37.26073732,127.0262928,접이식그늘막,수원시청 건너편 횡단보도,,,,경기도 수원시,,2025-04-30,3740000,경기도 수원시
권선동,경기도,수원시,경기도 수원시 권선구 권선로 667 (권선동),경기도 수원시 권선구 권선동 1008-1,37.26015015,127.0244275,접이식그늘막,권선사거리(할리스커피점앞),,,,경기도 수원시,,2025-04-30,3740000,경기도 수원시
권선동,경기도,수원시,경기도 수원시 권선구 경수대로 374 (권선동),경기도 수원시 권선구 권선동 1007,37.25965805,127.0241213,접이식그늘막,권선사거리(권선동 1007 쪽),,,,경기도 수원시,,2025-04-30,3740000,경기도 수원시
농수산시장,경기도,수원시,경기도 수원시 권선구 권광로 119 (권선동),경기도 수원시 권선구 권선동 1022-5,37.25861623,127.0302216,접이식그늘막,농수산시장사거리(할리스 커피점 앞),,,,경기도 수원시,,2025-04-30,3740000,경기도 수원시
권선동,경기도,수원시,경기도 수원시 권선구 세권로 157 (권선동),경기도 수원시 권선구 권선동 1003,37.25657724,127.0216739,접이식그늘막,세권사거리(기업은행 앞),,,,경기도 수원시,,2025-04-30,3740000,경기도 수원시
권선동,경기도,수원시,경기도 수원시 권선구 경수대로 334 (권선동),경기도 수원시 권선구 권선동 1004-1,37.25632895,127.0224238,접이식그늘막,세권사거리(세무사사무소 앞),,,,경기도 수원시,,2025-04-30,3740000,경기도 수원시
수원시청,경기도,수원시,경기도 수원시 권선구 경수대로 411 (권선동),경기도 수원시 권선구 권선동 941-5,37.2632894,127.0247039,접이식그늘막,수원시청사거리(24시꿈동물병원 앞),,,,경기도 수원시,,2025-04-30,3740000,경기도 수원시
권선시장,경기도,수원시,"경기도 수원시 권선구 세권로195번길 13 (권선동, 권선종합상가)",경기도 수원시 권선구 권선동 1050,37.25582323,127.0253884,접이식그늘막,권선시장(광제한의원 앞),,,,경기도 수원시,,2025-04-30,3740000,경기도 수원시
권광로,경기도,수원시,경기도 수원시 권선구 권광로 94 (권선동),경기도 수원시 권선구 권선동 1039-3,37.2561616,127.0300057,접이식그늘막,권광로 94(은미정 앞),,,,경기도 수원시,,2025-04-30,3740000,경기도 수원시
농수산물시장,경기도,수원시,경기도 수원시 권선구 권광로 114 (권선동),경기도 수원시 권선구 권선동 1025-1,37.25781285,127.0306056,접이식그늘막,농수산물시장사거리(로이젠 앞),,,,경기도 수원시,,2025-04-30,3740000,경기도 수원시
탑동,경기도,수원시,,경기도 수원시 권선구 탑동 116-2,37.2741431,126.9692303,접이식그늘막,탐동사거리 북동방향,,,,경기도 수원시,,2025-04-30,3740000,경기도 수원시
일월초등학교,경기도,수원시,,경기도 수원시 권선구 구운동 894,37.2846812,126.9735196,접이식그늘막,일월초등학교 정문,,,,경기도 수원시,,2025-04-30,3740000,경기도 수원시
금곡동 중심상가,경기도,수원시,경기도 수원시 권선구 금곡로 100 (금곡동),경기도 수원시 권선구 금곡동 1082,37.27387476,126.9412896,접이식그늘막,금곡동 중심상가(스타벅스 앞),,,,경기도 수원시,,2025-04-30,3740000,경기도 수원시
금곡동 중심상가,경기도,수원시,,경기도 수원시 권선구 금곡동 1082,37.27387476,126.9412896,접이식그늘막,금곡동 중심상가(가온마을3단지 앞),,,,경기도 수원시,,2025-04-30,3740000,경기도 수원시
칠보고등학교,경기도,수원시,경기도 수원시 권선구 금곡로 127 (금곡동),경기도 수원시 권선구 금곡동 1073,37.27513582,126.944958,접이식그늘막,칠보고등학교 앞 사거리(북서쪽),,,,경기도 수원시,,2025-04-30,3740000,경기도 수원시
칠보고등학교,경기도,수원시,경기도 수원시 권선구 금곡로 126 (금곡동),경기도 수원시 권선구 금곡동 1093,37.27362167,126.9444852,접이식그늘막,칠보고등학교 앞 사거리(남서쪽),,,,경기도 수원시,,2025-04-30,3740000,경기도 수원시
칠보고등학교,경기도,수원시,"경기도 수원시 권선구 금곡로140번길 29 (금곡동, 수원호매실휴먼시아8단지아파트)",경기도 수원시 권선구 금곡동 1095,37.27202406,126.9457303,접이식그늘막,칠보고등학교 앞 사거리(남동쪽),,,,경기도 수원시,,2025-04-30,3740000,경기도 수원시
칠보고등학교,경기도,수원시,"경기도 수원시 권선구 금곡로 137 (금곡동, 수원호매실휴먼시아4단지아파트)",경기도 수원시 권선구 금곡동 1072,37.27530097,126.9463092,접이식그늘막,칠보고등학교 앞 사거리(북동쪽),,,,경기도 수원시,,2025-04-30,3740000,경기도 수원시
금곡동딜라이트타워,경기도,수원시,,경기도 수원시 권선구 금곡동 1114-2,37.27462704,126.9539891,접이식그늘막,금곡동딜라이트타워앞(금곡동 1114-2),,,,경기도 수원시,,2025-04-30,3740000,경기도 수원시
금곡로원형교차로,경기도,수원시,,경기도 수원시 권선구 금곡동 1077-2,37.2756986,126.9416239,접이식그늘막,금곡로원형교차로(모아미래도1단지상가앞),,,,경기도 수원시,,2025-04-30,3740000,경기도 수원시
금곡로원형교차로,경기도,수원시,경기도 수원시 권선구 금곡로 96-1 (금곡동),경기도 수원시 권선구 금곡동 1081-1,37.2740229,126.9409287,접이식그늘막,금곡로원형교차로(모아미래도1단지상가건너편),,,,경기도 수원시,,2025-04-30,3740000,경기도 수원시
서수원홈플러스,경기도,수원시,경기도 수원시 권선구 금곡로 236 (금곡동),경기도 수원시 권선구 금곡동 1116-2,37.27440533,126.9559156,접이식그늘막,서수원홈플러스 앞 사거리(서수원홈플러스 쪽),,,,경기도 수원시,,2025-04-30,3740000,경기도 수원시
금곡동 LG빌리지 1단지,경기도,수원시,"경기도 수원시 권선구 금곡로31번길 7 (금곡동, 금곡엘지아파트)",경기도 수원시 권선구 금곡동 648,37.27028879,126.9374039,접이식그늘막,금곡동 LG빌리지 1단지 정문 앞,,,,경기도 수원시,,2025-04-30,3740000,경기도 수원시
금곡동 딜라이트타워,경기도,수원시,경기도 수원시 권선구 금곡로 205 (금곡동),경기도 수원시 권선구 금곡동 1113-4,37.274309,126.9529603,접이식그늘막,금곡동 딜라이트타워 앞 사거리(해피라움 상가 앞),,,,경기도 수원시,,2025-04-30,3740000,경기도 수원시
금곡동 딜라이트타워,경기도,수원시,경기도 수원시 권선구 금곡로 204 (금곡동),경기도 수원시 권선구 금곡동 1118-1,37.27370622,126.9533424,접이식그늘막,금곡동 딜라이트타워 앞 사거리(세종타운 상가 앞),,,,경기도 수원시,,2025-04-30,3740000,경기도 수원시
칠보마을 6단지,경기도,수원시,,경기도 수원시 권선구 금곡동 1100-1,37.2697218,126.9388536,접이식그늘막,칠보마을 6단지 정문(북측),,,,경기도 수원시,,2025-04-30,3740000,경기도 수원시
칠보마을 6단지 후문,경기도,수원시,,경기도 수원시 권선구 금곡동 1100-1,37.2697218,126.9388536,접이식그늘막,칠보마을 6단지 후문(남측),,,,경기도 수원시,,2025-04-30,3740000,경기도 수원시
금곡동 상촌성당,경기도,수원시,경기도 수원시 권선구 금곡로 63 (금곡동),경기도 수원시 권선구 금곡동 535-1,37.27323607,126.937696,접이식그늘막,금곡동 상촌성당 앞,,,,경기도 수원시,,2025-04-30,3740000,경기도 수원시
금곡동 상촌성당,경기도,수원시,경기도 수원시 권선구 금곡로 63 (금곡동),경기도 수원시 권선구 금곡동 535-1,37.27323607,126.937696,접이식그늘막,금곡동 상촌성당 건너편,,,,경기도 수원시,,2025-04-30,3740000,경기도 수원시
금곡동 중심상가,경기도,수원시,경기도 수원시 권선구 금곡로 106 (금곡동),경기도 수원시 권선구 금곡동 1085-2,37.27397332,126.9419969,접이식그늘막,금곡동 중심상가(롯데리아 수원호매실점 앞),,,,경기도 수원시,,2025-04-30,3740000,경기도 수원시
금곡동 칠보마을 5단지,경기도,수원시,,경기도 수원시 권선구 금곡동 1081-2,37.27290026,126.9381545,접이식그늘막,금곡동 칠보마을 5단지(아라어린이집 앞),,,,경기도 수원시,,2025-04-30,3740000,경기도 수원시
중촌초등학교,경기도,수원시,,경기도 수원시 권선구 금곡동 1159,37.272508,126.9454649,접이식그늘막,중촌초등학교 정문,,,,경기도 수원시,,2025-04-30,3740000,경기도 수원시
한양수자인아파트,경기도,수원시,"경기도 수원시 권선구 칠보로 102 (호매실동, 한양수자인파크원)",경기도 수원시 권선구 호매실동 1361,37.26579489,126.9504304,접이식그늘막,한양수자인아파트 건너편,,,,경기도 수원시,,2025-04-30,3740000,경기도 수원시
신라궁전타운,경기도,수원시,"경기도 수원시 권선구 노림로6번길 4 (호매실동, 신라궁전타운)",경기도 수원시 권선구 호매실동 439-15,37.26624596,126.954731,접이식그늘막,노림사거리(북동쪽),,,,경기도 수원시,,2025-04-30,3740000,경기도 수원시
호매실동행정복지센터,경기도,수원시,경기도 수원시 권선구 칠보로 146 (호매실동),경기도 수원시 권선구 호매실동 1363,37.26555726,126.9548711,접이식그늘막,노림사거리(동남쪽),,,,경기도 수원시,,2025-04-30,3740000,경기도 수원시
호매실동행정복지센터,경기도,수원시,경기도 수원시 권선구 칠보로 161 (호매실동),경기도 수원시 권선구 호매실동 1367,37.26622817,126.9570475,접이식그늘막,호매실동행정복지센터 앞 사거리(북서쪽),,,,경기도 수원시,,2025-04-30,3740000,경기도 수원시
